project_id,state,constituency_type,project_category,estimated_cost,sanctioned_amount,expected_duration_days,elapsed_days,progress_pct,contractor_id,contractor_past_delays,monsoon_overlap_days,material_inflation_index,labor_shortage_index,terrain_difficulty,sanction_year,actual_final_cost,actual_delay_days
MPLADS-2310,Telangana,RAJYA_SABHA,Other Public Assets,9720350.55,8291709.68,401,539,71.59,CTR-164,6,49,1.0302,0.4077,PLAIN,2024,9062808.16,84.32
MPLADS-2311,Punjab,LOK_SABHA,Education,46562298.88,41310032.95,381,433,100.0,CTR-071,12,43,1.0744,0.0441,PLAIN,2023,48538170.82,83.69
MPLADS-2312,Punjab,LOK_SABHA,Electrification,19338171.47,16247626.82,491,271,68.01,CTR-068,5,48,1.3242,0.8864,HILLY,2025,28923795.47,123.25
MPLADS-2313,Gujarat,LOK_SABHA,Sports Infrastructure,2353197.1,2262843.36,180,131,34.0,CTR-096,4,14,0.9509,0.4378,PLAIN,2024,2228399.21,52.94
MPLADS-2314,West Bengal,LOK_SABHA,Bridges,3245240.56,2677096.87,128,102,70.07,CTR-086,11,52,1.2207,0.4183,DESERT,2024,4188026.1,99.12
MPLADS-2315,Bihar,LOK_SABHA,Sports Infrastructure,8535198.01,7986469.13,190,99,27.5,CTR-072,3,0,1.1325,0.4935,PLAIN,2025,9951506.77,50.46
MPLADS-2316,Punjab,LOK_SABHA,Sanitation,10819282.07,8759962.39,475,284,75.55,CTR-028,13,49,1.0166,0.7681,PLAIN,2024,10135828.45,111.82
MPLADS-2317,Maharashtra,LOK_SABHA,Bridges,864476.61,783454.02,507,368,42.81,CTR-103,12,81,1.3177,0.9846,PLAIN,2023,1291060.17,124.07
MPLADS-2318,Odisha,LOK_SABHA,Education,44501112.5,43676870.45,110,60,60.77,CTR-087,1,19,1.0529,0.7764,PLAIN,2024,49611267.79,27.84
MPLADS-2319,Dadra and Nagar Haveli and Daman and Diu,LOK_SABHA,Bridges,16341490.24,16384347.97,114,16,8.56,CTR-043,11,0,1.0157,0.5549,PLAIN,2025,18439281.09,63.96
MPLADS-2320,Uttarakhand,RAJYA_SABHA,Drinking Water,1768121.25,1524248.94,409,541,100.0,CTR-128,12,62,1.0692,0.4995,HILLY,2023,2107160.92,108.08
MPLADS-2321,Nagaland,RAJYA_SABHA,Sports Infrastructure,37001492.62,34832875.32,418,606,85.42,CTR-125,13,53,0.964,0.783,HILLY,2023,44006953.73,162.2
MPLADS-2322,Meghalaya,LOK_SABHA,Drinking Water,29754833.88,24321073.8,165,230,76.93,CTR-143,4,96,1.027,0.1776,PLAIN,2023,26948902.66,77.76
MPLADS-2323,Assam,LOK_SABHA,Healthcare,31917690.98,27817843.58,274,168,66.52,CTR-120,1,47,1.076,0.7413,HILLY,2023,38482264.73,80.5
MPLADS-2324,Madhya Pradesh,RAJYA_SABHA,Sports Infrastructure,6681501.91,6475124.67,479,236,62.64,CTR-003,10,54,1.0987,0.25,DESERT,2025,8568050.84,95.15
MPLADS-2325,Tamil Nadu,LOK_SABHA,Roads,11840412.04,10552315.69,437,297,58.11,CTR-028,13,46,1.1178,0.5891,PLAIN,2024,14070995.51,55.91
MPLADS-2326,Dadra and Nagar Haveli and Daman and Diu,LOK_SABHA,Healthcare,10898519.14,8760933.24,423,434,92.62,CTR-160,12,46,1.2184,0.546,PLAIN,2024,12210485.68,90.33
MPLADS-2327,Uttarakhand,LOK_SABHA,Electrification,48106278.4,48745992.04,262,100,52.99,CTR-058,2,62,1.2971,1.0,HILLY,2024,87557356.32,75.57
MPLADS-2328,Lakshadweep,LOK_SABHA,Community Halls,48778069.26,42689577.35,485,383,80.9,CTR-037,13,46,1.2635,0.8058,COASTAL,2024,68549142.6,98.36
MPLADS-2329,Uttar Pradesh,LOK_SABHA,Other Public Assets,25280424.28,26285244.98,328,347,100.0,CTR-042,12,59,1.0376,0.7511,PLAIN,2024,31310595.82,101.42
MPLADS-2330,Haryana,LOK_SABHA,Healthcare,15912067.55,12770951.7,251,73,27.96,CTR-155,6,10,1.0606,0.9291,COASTAL,2024,16034006.42,76.06
MPLADS-2331,Jammu and Kashmir,LOK_SABHA,Education,44767460.98,37956990.23,97,124,96.66,CTR-002,12,28,1.2346,1.0,HILLY,2024,63964098.34,100.81
MPLADS-2332,Gujarat,LOK_SABHA,Community Halls,28815061.05,24273090.26,322,163,38.19,CTR-051,12,47,1.1009,0.6076,PLAIN,2024,29843227.76,86.44
MPLADS-2333,Haryana,RAJYA_SABHA,Healthcare,3037662.14,2543664.52,323,399,96.83,CTR-033,1,39,1.0813,0.294,HILLY,2023,3369964.38,69.68
MPLADS-2334,Lakshadweep,LOK_SABHA,Community Halls,48693913.45,49374528.78,360,221,48.6,CTR-046,15,50,1.1349,0.1832,COASTAL,2025,67913135.59,84.44
MPLADS-2335,Tripura,RAJYA_SABHA,Sanitation,20320589.23,20270348.81,328,277,85.36,CTR-101,13,36,1.2342,0.6149,PLAIN,2025,30149619.08,74.78
MPLADS-2336,Tamil Nadu,RAJYA_SABHA,Education,12319895.94,9909628.57,117,50,36.38,CTR-131,9,34,1.3162,0.2914,PLAIN,2024,15543832.16,63.56
MPLADS-2337,Chhattisgarh,LOK_SABHA,Healthcare,12740306.56,13141851.25,263,324,91.7,CTR-037,13,62,1.1477,0.1774,PLAIN,2023,17176429.89,69.38
MPLADS-2338,Manipur,LOK_SABHA,Bridges,2179832.94,2174897.35,455,667,89.42,CTR-069,1,47,1.2791,0.2237,PLAIN,2024,3241894.74,47.43
MPLADS-2339,West Bengal,RAJYA_SABHA,Drinking Water,13154229.76,12763584.13,533,91,13.26,CTR-124,7,67,1.0166,0.1333,PLAIN,2025,13810094.72,42.65
MPLADS-2340,Arunachal Pradesh,RAJYA_SABHA,Education,34792922.71,35574350.52,472,688,90.5,CTR-126,9,49,1.3151,0.3128,DESERT,2023,59025836.56,83.59
MPLADS-2341,Tripura,LOK_SABHA,Bridges,22850332.24,21911611.33,145,15,23.92,CTR-122,10,14,0.9743,0.0832,PLAIN,2025,23680986.5,53.71
MPLADS-2342,Goa,LOK_SABHA,Drinking Water,16814169.27,16847973.68,520,754,100.0,CTR-012,15,88,1.0369,0.3134,COASTAL,2025,19498367.15,103.15
MPLADS-2343,Arunachal Pradesh,LOK_SABHA,Sports Infrastructure,45708221.87,46360935.01,164,142,89.85,CTR-105,12,0,0.9764,0.0971,PLAIN,2023,50653194.91,76.85
MPLADS-2344,Jharkhand,RAJYA_SABHA,Other Public Assets,45109844.29,37268228.53,375,318,88.19,CTR-003,10,65,1.025,0.6381,PLAIN,2024,43053270.12,105.04
MPLADS-2345,Bihar,LOK_SABHA,Bridges,37667967.91,36153069.62,156,127,82.2,CTR-179,14,0,1.1409,0.4198,PLAIN,2024,47838609.7,69.25
MPLADS-2346,Maharashtra,LOK_SABHA,Education,27652115.22,25015094.73,508,303,67.19,CTR-091,6,76,1.1981,0.9585,COASTAL,2024,38376891.94,84.84
MPLADS-2347,Chandigarh,LOK_SABHA,Community Halls,20024309.56,19545981.84,281,239,91.65,CTR-117,0,51,0.9894,0.5134,PLAIN,2023,20505322.23,49.39
MPLADS-2348,West Bengal,RAJYA_SABHA,Sanitation,38883163.37,34387528.07,298,100,29.32,CTR-089,12,68,0.9576,0.1863,COASTAL,2023,38087479.1,98.33
MPLADS-2349,Assam,LOK_SABHA,Drinking Water,28346454.1,22962140.14,183,3,0.0,CTR-153,14,0,1.209,0.2055,DESERT,2025,34803923.78,49.41
MPLADS-2350,Jammu and Kashmir,LOK_SABHA,Sanitation,29311655.95,28903006.3,471,469,100.0,CTR-068,5,38,1.3277,0.3402,HILLY,2024,49581996.66,66.07
MPLADS-2351,Odisha,LOK_SABHA,Other Public Assets,1427897.11,1335776.01,330,354,100.0,CTR-181,15,73,1.1139,0.3123,PLAIN,2024,1775827.08,93.18
MPLADS-2352,Uttarakhand,RAJYA_SABHA,Education,29815402.65,25785958.8,464,581,95.35,CTR-019,13,59,1.2168,1.0,DESERT,2025,42307543.67,99.72
MPLADS-2353,Rajasthan,LOK_SABHA,Sanitation,18715091.47,19168873.28,181,162,99.5,CTR-052,3,16,1.1309,0.2572,DESERT,2025,26418558.55,51.86
MPLADS-2354,Jammu and Kashmir,LOK_SABHA,Other Public Assets,12177326.44,10224484.92,370,541,100.0,CTR-106,12,42,1.1845,1.0,HILLY,2024,16103629.29,117.83
MPLADS-2355,Puducherry,LOK_SABHA,Roads,1856790.09,1554213.03,411,597,81.71,CTR-130,10,50,1.2299,0.9022,PLAIN,2024,2334140.61,99.26
MPLADS-2356,Meghalaya,LOK_SABHA,Bridges,10810080.92,9721733.55,536,95,24.19,CTR-125,13,97,1.113,0.2825,HILLY,2023,14463649.85,125.03
MPLADS-2357,Delhi,LOK_SABHA,Roads,8088787.57,7573094.6,482,140,17.67,CTR-140,6,39,1.1149,0.6237,PLAIN,2024,9387298.32,56.34
MPLADS-2358,Madhya Pradesh,RAJYA_SABHA,Bridges,27806739.42,24520665.83,346,439,86.59,CTR-177,11,52,1.0585,0.6089,PLAIN,2023,28981745.63,72.39
MPLADS-2359,Karnataka,RAJYA_SABHA,Education,3243517.85,3124333.47,469,206,22.16,CTR-140,6,72,1.3066,1.0,HILLY,2024,5459814.87,144.9
MPLADS-2360,Chandigarh,LOK_SABHA,Community Halls,18642021.49,17701456.18,184,244,100.0,CTR-119,3,51,1.0145,0.8051,PLAIN,2024,19093465.14,82.82
MPLADS-2361,Karnataka,RAJYA_SABHA,Sanitation,18699796.1,16405945.94,279,273,84.2,CTR-059,11,37,1.0795,0.7495,HILLY,2023,23571607.0,103.34
MPLADS-2362,Arunachal Pradesh,LOK_SABHA,Drinking Water,45582460.12,41838020.84,276,121,41.59,CTR-012,15,46,1.0321,0.8715,HILLY,2025,55756458.3,115.79
MPLADS-2363,Ladakh,LOK_SABHA,Bridges,19029184.55,19813287.72,373,499,97.03,CTR-179,14,14,1.0677,0.9721,HILLY,2023,28336112.32,158.25
MPLADS-2364,Bihar,RAJYA_SABHA,Bridges,19174730.03,17817510.63,307,113,23.83,CTR-091,6,75,1.1498,0.1993,PLAIN,2023,22977745.67,75.96
MPLADS-2365,Puducherry,RAJYA_SABHA,Sports Infrastructure,28079850.67,22961746.65,171,38,53.38,CTR-200,15,10,0.9529,0.1818,PLAIN,2024,22738661.42,91.89
MPLADS-2366,Tamil Nadu,LOK_SABHA,Healthcare,12324998.1,11771042.8,432,439,92.99,CTR-115,8,53,1.1836,0.5789,HILLY,2023,18167582.53,90.89
MPLADS-2367,Telangana,LOK_SABHA,Education,29432220.95,23879706.33,214,100,30.78,CTR-054,7,46,1.1096,0.221,PLAIN,2024,29184134.86,79.49
MPLADS-2368,Dadra and Nagar Haveli and Daman and Diu,LOK_SABHA,Sports Infrastructure,39658333.23,35696948.9,448,630,90.99,CTR-089,12,53,1.0865,0.5168,PLAIN,2025,42934448.14,130.88
MPLADS-2369,Andaman and Nicobar Islands,LOK_SABHA,Drinking Water,40583145.77,36670384.61,363,355,100.0,CTR-075,10,46,1.0983,0.6091,COASTAL,2023,48995550.27,88.33
MPLADS-2370,Jammu and Kashmir,LOK_SABHA,Healthcare,46160402.04,47202854.53,134,49,50.59,CTR-171,1,41,1.041,0.9394,DESERT,2024,61921026.54,65.14
MPLADS-2371,Maharashtra,LOK_SABHA,Sanitation,10981740.89,9295271.05,283,369,100.0,CTR-174,11,78,1.0584,0.4107,PLAIN,2024,10948572.81,90.53
MPLADS-2372,Kerala,LOK_SABHA,Sanitation,25615899.41,24620438.59,539,45,0.0,CTR-038,13,84,1.1225,0.045,PLAIN,2025,32382283.82,94.13
MPLADS-2373,Ladakh,LOK_SABHA,Community Halls,33938979.65,30128854.27,501,19,2.82,CTR-161,15,14,1.2075,0.4395,HILLY,2025,49129475.41,86.86
MPLADS-2374,Meghalaya,LOK_SABHA,Sanitation,2587526.11,2203781.27,236,343,83.41,CTR-112,12,98,1.2048,0.7037,HILLY,2024,3662268.13,173.26
MPLADS-2375,West Bengal,RAJYA_SABHA,Sports Infrastructure,30240812.61,26387106.73,108,137,78.27,CTR-195,15,0,1.192,0.9087,DESERT,2024,39681253.82,94.31
MPLADS-2376,Andaman and Nicobar Islands,LOK_SABHA,Electrification,4202714.07,3670178.53,204,103,61.75,CTR-065,6,0,1.2196,0.6703,COASTAL,2025,5368306.55,49.43
MPLADS-2377,Goa,LOK_SABHA,Education,17758036.49,17351414.13,205,156,85.81,CTR-175,11,44,1.0821,0.7692,PLAIN,2025,21122988.39,97.37
MPLADS-2378,Tamil Nadu,RAJYA_SABHA,Education,10952283.52,9944483.09,273,146,28.29,CTR-175,11,34,1.3207,0.3442,PLAIN,2024,15671808.6,93.06
MPLADS-2379,Nagaland,RAJYA_SABHA,Drinking Water,11477013.95,11238028.69,455,547,100.0,CTR-179,14,50,1.3391,0.449,PLAIN,2025,18550856.33,92.36
MPLADS-2380,Punjab,LOK_SABHA,Community Halls,7264202.07,7079428.32,389,483,100.0,CTR-097,3,45,1.2338,0.6288,PLAIN,2024,10431085.4,60.18
MPLADS-2381,Puducherry,LOK_SABHA,Sports Infrastructure,2946287.63,2653387.95,320,244,72.49,CTR-049,10,36,1.1741,0.9683,PLAIN,2025,3761662.91,66.32
MPLADS-2382,Odisha,LOK_SABHA,Other Public Assets,12803922.29,13201814.01,282,283,73.43,CTR-193,9,75,1.3289,0.2982,HILLY,2024,22701513.26,143.19
MPLADS-2383,Uttarakhand,RAJYA_SABHA,Sports Infrastructure,11062506.2,11521920.68,163,141,100.0,CTR-132,8,19,1.1378,1.0,HILLY,2024,17493713.32,79.33
MPLADS-2384,Himachal Pradesh,RAJYA_SABHA,Electrification,42659559.05,40647402.91,163,64,51.5,CTR-196,1,48,1.1244,1.0,HILLY,2024,56643634.19,55.98
MPLADS-2385,Punjab,LOK_SABHA,Drinking Water,12008462.65,11662489.0,303,17,2.96,CTR-004,7,41,0.9527,0.3551,PLAIN,2025,12158676.78,71.69
MPLADS-2386,Tamil Nadu,RAJYA_SABHA,Drinking Water,26462944.49,27642472.81,315,140,62.43,CTR-166,13,47,1.0924,0.4918,COASTAL,2025,37694600.56,114.26
MPLADS-2387,Haryana,RAJYA_SABHA,Electrification,43513012.29,42017764.96,277,66,39.18,CTR-148,3,40,1.3405,0.6088,HILLY,2024,74740906.98,60.55
MPLADS-2388,Andaman and Nicobar Islands,LOK_SABHA,Roads,21163926.52,17545645.66,133,48,38.68,CTR-135,12,48,1.0641,0.4539,COASTAL,2025,23411586.58,77.83
MPLADS-2389,Odisha,RAJYA_SABHA,Bridges,42047784.24,40092508.71,240,304,79.93,CTR-027,6,49,1.2608,0.4345,COASTAL,2025,60100635.92,92.89
MPLADS-2390,Punjab,LOK_SABHA,Electrification,27363075.68,27291712.28,207,17,14.25,CTR-082,6,12,1.1109,0.3607,PLAIN,2023,34028783.76,32.25
MPLADS-2391,Jharkhand,LOK_SABHA,Sanitation,38670017.19,34933393.65,278,28,13.5,CTR-174,11,65,1.1955,0.6173,HILLY,2024,57269615.16,132.16
MPLADS-2392,West Bengal,LOK_SABHA,Education,49412628.73,45674830.37,171,31,20.07,CTR-189,3,19,1.1213,0.6258,DESERT,2025,61487209.55,61.18
MPLADS-2393,Andaman and Nicobar Islands,RAJYA_SABHA,Other Public Assets,31796164.61,32794004.71,94,20,46.97,CTR-088,4,0,1.0936,0.7083,COASTAL,2024,42252032.6,43.16
MPLADS-2394,Rajasthan,RAJYA_SABHA,Education,40841168.34,40809962.0,257,258,100.0,CTR-064,15,25,1.2861,0.8719,HILLY,2025,72080602.63,92.28
MPLADS-2395,Odisha,LOK_SABHA,Sports Infrastructure,39388938.27,39517922.31,201,119,76.98,CTR-161,15,54,1.2182,0.4495,PLAIN,2025,56988031.21,81.29
MPLADS-2396,West Bengal,LOK_SABHA,Community Halls,24116072.2,24382396.03,292,0,4.76,CTR-142,3,33,1.1557,0.9707,COASTAL,2025,34024304.4,73.61
MPLADS-2397,Meghalaya,RAJYA_SABHA,Community Halls,8042868.35,8232185.02,520,238,58.51,CTR-079,9,89,1.0197,0.5273,DESERT,2025,10096145.9,115.86
MPLADS-2398,Mizoram,RAJYA_SABHA,Healthcare,13393201.31,13460453.26,251,344,100.0,CTR-121,7,44,1.0085,0.6222,HILLY,2025,17558724.44,82.34
MPLADS-2399,Andaman and Nicobar Islands,LOK_SABHA,Sanitation,26441906.35,25269031.75,352,481,87.81,CTR-168,2,48,1.265,0.1966,COASTAL,2024,37333076.29,73.87
MPLADS-2400,Sikkim,LOK_SABHA,Drinking Water,3911754.14,3441378.86,224,311,100.0,CTR-104,0,51,1.0528,0.3871,HILLY,2025,4391954.56,73.8
MPLADS-2401,Maharashtra,LOK_SABHA,Sports Infrastructure,47153276.19,40250733.94,480,172,21.46,CTR-060,10,79,0.9953,0.4472,PLAIN,2025,45272465.56,124.43
MPLADS-2402,Manipur,LOK_SABHA,Healthcare,3300262.26,3149996.47,339,160,27.36,CTR-170,0,48,0.9833,0.2044,PLAIN,2025,3052676.14,44.81
MPLADS-2403,West Bengal,RAJYA_SABHA,Electrification,26199239.57,24493626.68,114,162,100.0,CTR-121,7,52,1.2876,0.7236,DESERT,2025,40026006.42,78.37
MPLADS-2404,Telangana,RAJYA_SABHA,Bridges,30581985.81,30965794.26,413,71,0.0,CTR-146,13,51,0.9812,0.3987,PLAIN,2025,34404402.64,122.19
MPLADS-2405,Gujarat,LOK_SABHA,Sports Infrastructure,13534833.45,13111627.24,245,171,53.33,CTR-098,10,11,1.2608,0.0647,COASTAL,2023,19438231.2,60.29
MPLADS-2406,Gujarat,LOK_SABHA,Other Public Assets,36901888.75,34425016.01,110,21,0.0,CTR-114,7,0,1.2561,0.7557,PLAIN,2025,50842617.49,39.98
MPLADS-2407,Ladakh,LOK_SABHA,Electrification,46454136.76,44804582.87,483,312,70.14,CTR-196,1,15,1.0571,0.373,HILLY,2023,61013045.04,57.8
MPLADS-2408,Maharashtra,RAJYA_SABHA,Community Halls,11481650.48,10075964.47,479,440,100.0,CTR-198,1,74,1.2154,0.427,PLAIN,2023,13792280.36,49.73
MPLADS-2409,Dadra and Nagar Haveli and Daman and Diu,RAJYA_SABHA,Sports Infrastructure,43370551.73,41550802.69,293,378,94.04,CTR-021,8,52,1.1458,0.8728,COASTAL,2024,58766023.88,105.69
MPLADS-2410,Andaman and Nicobar Islands,LOK_SABHA,Drinking Water,3611847.61,3627030.06,377,39,3.75,CTR-141,15,49,1.2206,0.3424,COASTAL,2025,5402973.72,69.87
MPLADS-2411,Lakshadweep,LOK_SABHA,Healthcare,32698137.68,29591718.29,193,189,84.49,CTR-135,12,0,1.3391,0.2612,COASTAL,2023,49673921.16,64.28
MPLADS-2412,Nagaland,RAJYA_SABHA,Drinking Water,18857086.92,17321940.73,503,482,100.0,CTR-035,14,54,1.3097,0.5376,PLAIN,2023,26898119.95,94.97
MPLADS-2413,Himachal Pradesh,LOK_SABHA,Community Halls,13651261.38,11096755.39,326,17,2.58,CTR-126,9,61,1.2148,1.0,HILLY,2023,18731703.44,99.26
MPLADS-2414,Ladakh,RAJYA_SABHA,Healthcare,35956125.86,33363088.7,362,366,100.0,CTR-066,5,13,0.9521,0.2486,HILLY,2025,40319571.46,57.31
MPLADS-2415,Tamil Nadu,LOK_SABHA,Community Halls,583170.03,566087.52,219,8,0.0,CTR-160,12,51,1.0149,0.9808,COASTAL,2023,700070.34,89.13
MPLADS-2416,Maharashtra,LOK_SABHA,Community Halls,41471595.99,38863285.5,300,225,38.92,CTR-082,6,75,1.0045,0.0568,PLAIN,2024,42123182.34,63.52
MPLADS-2417,Nagaland,LOK_SABHA,Roads,6767270.54,5569314.94,298,83,49.46,CTR-180,8,50,1.2095,0.6493,HILLY,2024,8734995.79,100.74
MPLADS-2418,Telangana,LOK_SABHA,Sanitation,36993091.93,34742715.68,324,173,51.26,CTR-096,4,34,1.018,0.3216,PLAIN,2024,37084931.59,49.19
MPLADS-2419,Assam,RAJYA_SABHA,Electrification,32331809.5,27021107.56,475,39,31.86,CTR-127,1,96,1.2714,0.2392,PLAIN,2023,40216522.97,68.75
MPLADS-2420,Tripura,LOK_SABHA,Healthcare,39479404.02,33503471.97,392,368,66.75,CTR-018,2,50,1.1201,0.518,HILLY,2025,47885891.88,95.81
MPLADS-2421,Odisha,RAJYA_SABHA,Bridges,6574088.4,6837696.14,202,99,43.51,CTR-035,14,41,1.2712,0.559,COASTAL,2024,11042757.78,120.27
MPLADS-2422,Andhra Pradesh,LOK_SABHA,Sports Infrastructure,6376473.75,6628613.82,110,120,100.0,CTR-198,1,43,1.1324,0.9013,DESERT,2025,9042847.5,70.22
MPLADS-2423,Andaman and Nicobar Islands,LOK_SABHA,Education,39356723.12,40052010.77,99,112,100.0,CTR-175,11,23,0.9898,0.1439,COASTAL,2025,45557190.32,61.09
MPLADS-2424,Andhra Pradesh,LOK_SABHA,Other Public Assets,39453070.47,37395948.52,359,162,50.71,CTR-077,5,63,1.1072,0.9893,COASTAL,2025,52293020.97,68.76
MPLADS-2425,West Bengal,LOK_SABHA,Community Halls,36657297.15,35455312.82,489,502,100.0,CTR-163,6,65,1.0455,0.027,PLAIN,2024,43186388.71,52.09
MPLADS-2426,Tripura,LOK_SABHA,Education,2749194.39,2421278.33,314,315,88.52,CTR-186,7,45,1.2499,0.5438,HILLY,2025,3967233.46,86.73
MPLADS-2427,Madhya Pradesh,LOK_SABHA,Healthcare,34757417.92,29852387.16,335,90,44.37,CTR-047,7,57,0.9806,0.7224,DESERT,2025,35073263.24,73.15
MPLADS-2428,Ladakh,RAJYA_SABHA,Drinking Water,11664358.47,9575752.09,509,323,46.33,CTR-047,7,13,1.01,0.6049,HILLY,2024,12215743.12,96.83
MPLADS-2429,Arunachal Pradesh,LOK_SABHA,Drinking Water,12407495.39,11258993.1,139,94,51.45,CTR-129,9,0,1.068,0.8323,HILLY,2023,16672690.98,81.42
MPLADS-2430,Dadra and Nagar Haveli and Daman and Diu,RAJYA_SABHA,Drinking Water,37297100.18,34363887.79,146,208,87.85,CTR-117,0,0,1.0291,0.3542,PLAIN,2025,35381914.46,5.27
MPLADS-2431,Goa,RAJYA_SABHA,Sanitation,33962648.63,28046026.25,504,161,62.44,CTR-097,3,81,1.2269,0.9121,COASTAL,2025,42248980.12,111.12
MPLADS-2432,Jammu and Kashmir,RAJYA_SABHA,Education,35156919.87,30601604.35,387,469,100.0,CTR-014,12,39,1.2564,0.4555,HILLY,2024,50667859.07,126.49
MPLADS-2433,Telangana,RAJYA_SABHA,Electrification,34920700.2,34884164.61,234,228,100.0,CTR-008,11,0,1.041,0.6313,DESERT,2025,44124870.68,83.54
MPLADS-2434,Nagaland,LOK_SABHA,Sports Infrastructure,48597019.78,39608718.14,199,277,88.86,CTR-162,10,38,1.1853,0.3662,HILLY,2024,62076312.53,78.98
MPLADS-2435,Puducherry,LOK_SABHA,Healthcare,7689676.16,6802110.89,262,372,89.78,CTR-178,2,47,1.3464,0.9675,PLAIN,2025,11026546.56,88.4
MPLADS-2436,Chhattisgarh,LOK_SABHA,Other Public Assets,11415742.83,11768609.36,327,88,56.98,CTR-116,9,62,1.2987,0.6619,HILLY,2025,21041377.93,107.33
MPLADS-2437,Odisha,RAJYA_SABHA,Roads,17232321.57,16972542.34,333,203,41.7,CTR-104,0,69,1.2306,0.6134,HILLY,2024,27376926.14,117.03
MPLADS-2438,Manipur,LOK_SABHA,Education,11641383.73,10673296.42,243,296,100.0,CTR-103,12,48,0.9616,0.4861,PLAIN,2024,11166393.93,99.23
MPLADS-2439,Arunachal Pradesh,LOK_SABHA,Other Public Assets,45902681.49,43121022.18,207,144,90.32,CTR-098,10,10,1.0487,0.4357,HILLY,2024,57130569.14,91.78
MPLADS-2440,Kerala,LOK_SABHA,Drinking Water,49865938.56,40236892.64,531,607,100.0,CTR-189,3,88,1.0412,0.6472,COASTAL,2025,50499207.03,88.28
MPLADS-2441,Goa,LOK_SABHA,Other Public Assets,23486292.98,24194845.11,192,226,81.12,CTR-006,13,65,1.0444,0.7839,COASTAL,2025,31017730.88,96.65
MPLADS-2442,Haryana,RAJYA_SABHA,Bridges,22335156.73,19811773.43,402,16,0.0,CTR-047,7,39,1.21,0.1967,COASTAL,2024,28356584.09,61.25
MPLADS-2443,Uttarakhand,LOK_SABHA,Other Public Assets,13855076.74,12790145.23,432,229,59.87,CTR-080,10,68,0.9936,0.6006,HILLY,2025,16146352.55,97.74
MPLADS-2444,Mizoram,LOK_SABHA,Healthcare,49809120.74,49602732.32,314,309,100.0,CTR-051,12,39,1.049,0.7633,HILLY,2024,65830413.49,110.42
MPLADS-2445,Rajasthan,LOK_SABHA,Sanitation,43186795.21,35993652.29,119,124,100.0,CTR-108,10,0,1.3377,0.683,HILLY,2024,64332906.49,108.27
MPLADS-2446,Arunachal Pradesh,LOK_SABHA,Healthcare,29536770.26,28676620.84,168,29,20.62,CTR-193,9,14,1.1774,0.3681,DESERT,2024,41846708.5,53.77
MPLADS-2447,Karnataka,LOK_SABHA,Sanitation,40883618.13,34055611.45,387,410,99.7,CTR-019,13,74,0.9618,0.8091,HILLY,2025,41939904.26,144.69
MPLADS-2448,Chandigarh,LOK_SABHA,Roads,37781848.93,39111438.26,193,145,93.47,CTR-073,7,22,1.2856,0.0671,PLAIN,2025,56737908.58,25.15
MPLADS-2449,Ladakh,LOK_SABHA,Sports Infrastructure,28490723.7,29848185.5,180,209,100.0,CTR-108,10,0,1.3464,1.0,DESERT,2024,51984769.85,102.51
MPLADS-2450,Jammu and Kashmir,LOK_SABHA,Sports Infrastructure,19280602.73,18010505.04,452,611,100.0,CTR-165,6,38,1.1984,0.7269,HILLY,2025,27663170.22,105.38
MPLADS-2451,Telangana,LOK_SABHA,Electrification,15076013.07,13401622.73,477,29,10.1,CTR-111,4,49,1.1922,0.442,PLAIN,2024,18216707.63,41.94
MPLADS-2452,Delhi,RAJYA_SABHA,Bridges,10716463.79,9965670.92,303,163,67.29,CTR-188,6,28,1.0039,0.2054,PLAIN,2024,10654514.88,56.74
MPLADS-2453,Arunachal Pradesh,RAJYA_SABHA,Electrification,30263657.42,24374199.89,205,160,77.87,CTR-195,15,13,1.0768,0.5982,HILLY,2023,33638851.6,80.63
MPLADS-2454,Jharkhand,RAJYA_SABHA,Roads,8981264.83,7613990.37,350,214,83.06,CTR-002,12,67,1.1219,0.609,HILLY,2024,11087881.17,107.91
MPLADS-2455,Uttar Pradesh,LOK_SABHA,Roads,6383500.86,6081155.19,507,442,68.54,CTR-199,5,61,1.3094,0.6052,PLAIN,2024,9439539.99,75.4
MPLADS-2456,Puducherry,LOK_SABHA,Drinking Water,19584511.7,16651993.13,194,162,89.33,CTR-093,13,53,0.9849,1.0,DESERT,2025,20737587.89,118.29
MPLADS-2457,Sikkim,LOK_SABHA,Sports Infrastructure,38639201.71,32146397.49,423,330,51.59,CTR-149,13,47,1.3241,0.644,HILLY,2023,57644013.52,111.77
MPLADS-2458,Karnataka,LOK_SABHA,Sports Infrastructure,4349280.11,4409813.05,509,748,95.58,CTR-177,11,84,1.1772,0.5271,PLAIN,2023,6178078.96,106.73
MPLADS-2459,Uttarakhand,LOK_SABHA,Healthcare,39688606.78,32557212.25,297,145,61.24,CTR-046,15,62,1.0829,0.9582,PLAIN,2025,40898078.96,118.62
MPLADS-2460,West Bengal,RAJYA_SABHA,Sports Infrastructure,6436706.45,5217444.54,275,263,88.66,CTR-195,15,68,1.0566,0.9353,PLAIN,2025,6466200.35,132.26
MPLADS-2461,Himachal Pradesh,LOK_SABHA,Roads,14303860.47,14476704.65,437,58,0.0,CTR-126,9,59,1.3037,0.3939,HILLY,2025,24961646.45,111.28
